,lib_A_tag_ACACAC,lib_A_tag_ACAGCA,lib_A_tag_ACGACG,lib_A_tag_ACTAGC,lib_A_tag_ACTCTG,lib_A_tag_ACTGAT,lib_A_tag_AGAGAG,lib_A_tag_ATATCG,lib_A_tag_ATCAGT,lib_A_tag_ATGATA,lib_A_tag_ATGCAG,lib_A_tag_ATGTGC,lib_A_tag_CACGAT,lib_A_tag_CGACGC,lib_A_tag_CTGCGT,lib_A_tag_GATGAC,lib_A_tag_GCAGTG,lib_A_tag_GCGAGT,lib_A_tag_GCGCTC,lib_A_tag_GCGTAG,lib_A_tag_GCTACA,lib_A_tag_GTCTCT,lib_A_tag_TCGCAT,lib_A_tag_TCGTCA,lib_A_tag_TGTATG,lib_B_tag_ACACAC,lib_B_tag_ACAGCA,lib_B_tag_ACATGT,lib_B_tag_ACGACG,lib_B_tag_ACTAGC,lib_B_tag_ACTCTG,lib_B_tag_ACTGAT,lib_B_tag_AGAGAG,lib_B_tag_ATCAGT,lib_B_tag_ATGATA,lib_B_tag_ATGCAG,lib_B_tag_ATGTGC,lib_B_tag_CGACGC,lib_B_tag_CTCGCA,lib_B_tag_CTGCGT,lib_B_tag_GATGAC,lib_B_tag_GCAGTG,lib_B_tag_GCGAGT,lib_B_tag_GCGCTC,lib_B_tag_GCGTAG,lib_B_tag_GCTACA,lib_B_tag_GTCTCT,lib_B_tag_TACGTG,lib_B_tag_TAGATC,lib_B_tag_TCGCAT,lib_B_tag_TCGTCA,lib_B_tag_TCTGCG,lib_B_tag_TGTATG,lib_C_tag_ACACAC,lib_C_tag_ACATGT,lib_C_tag_ACGACG,lib_C_tag_ACTAGC,lib_C_tag_ACTCTG,lib_C_tag_ACTGAT,lib_C_tag_AGAGAG,lib_C_tag_ATCAGT,lib_C_tag_ATGATA,lib_C_tag_ATGCAG,lib_C_tag_ATGTGC,lib_C_tag_CACGAT,lib_C_tag_CGACGC,lib_C_tag_CTCGCA,lib_C_tag_CTGCGT,lib_C_tag_GATGAC,lib_C_tag_GCAGTG,lib_C_tag_GCGAGT,lib_C_tag_GCGCTC,lib_C_tag_GCGTAG,lib_C_tag_GCTACA,lib_C_tag_GTCTCT,lib_C_tag_TACGTG,lib_C_tag_TAGATC,lib_C_tag_TCGCAT,lib_C_tag_TCGTCA,lib_C_tag_TCTGCG,lib_C_tag_TGTATG,lib_D_tag_ACACAC,lib_D_tag_ACAGCA,lib_D_tag_ACATGT,lib_D_tag_ACGACG,lib_D_tag_ACTAGC,lib_D_tag_ACTCTG,lib_D_tag_ACTGAT,lib_D_tag_AGAGAG,lib_D_tag_ATATCG,lib_D_tag_ATCAGT,lib_D_tag_ATGATA,lib_D_tag_ATGCAG,lib_D_tag_ATGTGC,lib_D_tag_CACGAT,lib_D_tag_CGACGC,lib_D_tag_CTCGCA,lib_D_tag_CTGCGT,lib_D_tag_GATGAC,lib_D_tag_GCAGTG,lib_D_tag_GCGAGT,lib_D_tag_GCGCTC,lib_D_tag_GCGTAG,lib_D_tag_GCTACA,lib_D_tag_GTCTCT,lib_D_tag_TACGTG,lib_D_tag_TAGATC,lib_D_tag_TCGCAT,lib_D_tag_TCGTCA,lib_D_tag_TCTGCG,lib_D_tag_TGTATG,lib_E_tag_ACACAC,lib_E_tag_ACAGCA,lib_E_tag_ACATGT,lib_E_tag_ACGACG,lib_E_tag_ACTAGC,lib_E_tag_ACTCTG,lib_E_tag_ACTGAT,lib_E_tag_AGAGAG,lib_E_tag_ATATCG,lib_E_tag_ATCAGT,lib_E_tag_ATGATA,lib_E_tag_ATGCAG,lib_E_tag_ATGTGC,lib_E_tag_CACGAT,lib_E_tag_CGACGC,lib_E_tag_CTCGCA,lib_E_tag_GATGAC,lib_E_tag_GCAGTG,lib_E_tag_GCGAGT,lib_E_tag_GCGCTC,lib_E_tag_GCGTAG,lib_E_tag_GCTACA,lib_E_tag_TACGTG,lib_E_tag_TAGATC,lib_E_tag_TCGCAT,lib_E_tag_TCGTCA,lib_E_tag_TCTGCG,lib_E_tag_TGTATG,lib_F_tag_ACACAC,lib_F_tag_ACAGCA,lib_F_tag_ACATGT,lib_F_tag_ACGACG,lib_F_tag_ACTAGC,lib_F_tag_ACTCTG,lib_F_tag_ACTGAT,lib_F_tag_AGAGAG,lib_F_tag_ATATCG,lib_F_tag_ATCAGT,lib_F_tag_ATGATA,lib_F_tag_ATGCAG,lib_F_tag_ATGTGC,lib_F_tag_CACGAT,lib_F_tag_CGACGC,lib_F_tag_GATGAC,lib_F_tag_GCAGTG,lib_F_tag_GCGAGT,lib_F_tag_GCGCTC,lib_F_tag_GCGTAG,lib_F_tag_GCTACA,lib_F_tag_GTCTCT,lib_F_tag_TACGTG,lib_F_tag_TAGATC,lib_F_tag_TCGCAT,lib_F_tag_TCGTCA,lib_F_tag_TCTGCG,lib_F_tag_TGTATG,lib_G_tag_ACACAC,lib_G_tag_ACAGCA,lib_G_tag_ACATGT,lib_G_tag_ACGACG,lib_G_tag_ACTAGC,lib_G_tag_ACTCTG,lib_G_tag_ACTGAT,lib_G_tag_AGAGAG,lib_G_tag_ATATCG,lib_G_tag_ATCAGT,lib_G_tag_ATGATA,lib_G_tag_ATGCAG,lib_G_tag_ATGTGC,lib_G_tag_CACGAT,lib_G_tag_CGACGC,lib_G_tag_CTCGCA,lib_G_tag_CTGCGT,lib_G_tag_GATGAC,lib_G_tag_GCAGTG,lib_G_tag_GCGCTC,lib_G_tag_GCGTAG,lib_G_tag_GCTACA,lib_G_tag_GTCTCT,lib_G_tag_TACGTG,lib_G_tag_TAGATC,lib_G_tag_TCGCAT,lib_G_tag_TCGTCA,lib_G_tag_TCTGCG,lib_G_tag_TGTATG,lib_H_tag_ACACAC,lib_H_tag_ACAGCA,lib_H_tag_ACATGT,lib_H_tag_ACTAGC,lib_H_tag_ACTCTG,lib_H_tag_ACTGAT,lib_H_tag_AGAGAG,lib_H_tag_ATATCG,lib_H_tag_ATCAGT,lib_H_tag_ATGATA,lib_H_tag_ATGCAG,lib_H_tag_ATGTGC,lib_H_tag_CACGAT,lib_H_tag_CTCGCA,lib_H_tag_CTGCGT,lib_H_tag_GATGAC,lib_H_tag_GCAGTG,lib_H_tag_GCGAGT,lib_H_tag_GCGCTC,lib_H_tag_GCGTAG,lib_H_tag_GCTACA,lib_H_tag_GTCTCT,lib_H_tag_TACGTG,lib_H_tag_TAGATC,lib_H_tag_TCGCAT,lib_H_tag_TCGTCA,lib_H_tag_TCTGCG,lib_H_tag_TGTATG,lib_J_tag_ACACAC,lib_J_tag_ACAGCA,lib_J_tag_ACATGT,lib_J_tag_ACGACG,lib_J_tag_ACTAGC,lib_J_tag_ACTCTG,lib_J_tag_ACTGAT,lib_J_tag_AGAGAG,lib_J_tag_ATATCG,lib_J_tag_ATCAGT,lib_J_tag_ATGATA,lib_J_tag_ATGCAG,lib_J_tag_ATGTGC,lib_J_tag_CACGAT,lib_J_tag_CGACGC,lib_J_tag_CTCGCA,lib_J_tag_CTGCGT,lib_J_tag_GATGAC,lib_J_tag_GCAGTG,lib_J_tag_GCGAGT,lib_J_tag_GCGCTC,lib_J_tag_GCGTAG,lib_J_tag_GCTACA,lib_J_tag_GTCTCT,lib_J_tag_TAGATC,lib_J_tag_TCGCAT,lib_J_tag_TCTGCG,lib_J_tag_TGTATG,lib_K_tag_ACACAC,lib_K_tag_ACAGCA,lib_K_tag_ACGACG,lib_K_tag_ACTAGC,lib_K_tag_ACTCTG,lib_K_tag_ACTGAT,lib_K_tag_ATATCG,lib_K_tag_ATCAGT,lib_K_tag_ATGATA,lib_K_tag_ATGCAG,lib_K_tag_ATGTGC,lib_K_tag_CACGAT,lib_K_tag_CTCGCA,lib_K_tag_CTGCGT,lib_K_tag_GATGAC,lib_K_tag_GCAGTG,lib_K_tag_GCGAGT,lib_K_tag_GCGCTC,lib_K_tag_GCGTAG,lib_K_tag_GCTACA,lib_K_tag_GTCTCT,lib_K_tag_TACGTG,lib_K_tag_TAGATC,lib_K_tag_TCGCAT,lib_K_tag_TCGTCA,lib_K_tag_TCTGCG,lib_K_tag_TGTATG
DUP_13,106402,131352,0,73357,0,0,67958,0,0,2,0,0,822,0,0,0,0,51,0,1,0,0,0,0,0,1,0,0,49729,3,0,1,0,0,3,0,0,0,0,0,0,7,1,46875,31336,0,0,0,0,0,0,0,0,50139,0,9,0,0,1,0,0,0,0,5,10,0,0,0,0,0,1,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47841,95561,0,0,165,0,0,153,0,0,0,0,0,4,0,0,655,0,18,0,0,0,0,0,0,0,0,0,0,2,0,1,50748,0,0,0,0,0,46372,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,3,9,0,2,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82553,7,0,13,0,0,3,0,0,4,647,1,3,0,0,0,0,113825,0,0,0,0,0,0,0,0,0,0,0,67285,0,64042,0,0,57808,0,0,0,1,0,57190,116462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,1,0,3,0,0,0,0,88912,2,0,0,0,0,0,0,0,0,0,0
DUP_14,0,1,16,10411,11494,9354,9262,2,5,10,5,31,8514,79866,4,5,8473,0,9,3,21983,2850,16,2,2,15,21349,1,23602,8,15,0,1,12,3,4,2,0,0,70203,4,132579,66743,53841,15939,0,2253,44534,18,14802,0,2,0,0,0,22295,2,0,36387,4245,5,1,1,16160,0,5397,0,0,0,0,0,4533,2,12448,18218,11244,0,0,0,1,0,2123,1183,0,27375,0,0,0,0,0,1362,21039,1009,1,17365,0,0,3890,0,0,2,35825,0,0,1347,0,0,5645,0,636,0,0,3,64748,15022,18674,2862,23,32,0,79026,75051,5,9,22,189,0,6099,34,1,6625,0,5105,8095,95170,0,0,1,0,3330,1,1,2356,7133,0,0,1,0,3,27773,0,1,1,0,1,0,0,7452,6819,1,35586,1,1,33137,0,2451,1,1,0,3,16568,21323,11276,1,0,0,4,13,0,1,2,2,4893,6488,1,15836,6694,1,0,3,10765,2,14341,0,9830,0,3,1,0,0,2,2,6,0,2,22879,5644,72251,12,0,2101,1,23110,0,19,11,2,11,2,1,1840,0,1,3001,0,9085,0,0,24944,0,31463,28550,1,91618,0,0,0,0,0,0,0,1,2,1,24966,32122,65947,1,0,0,19517,1,0,63016,0,78294,133203,0,5,1,4,20512,5,0,0,0,11275,0,0,1,1,2,1,32018,1791,0,0,0,0
DUP_15,70031,86329,3,10,2,0,3,3,0,2,1,3,4,0,0,0,0,28,1830,1,1732,0,68221,164,0,2,1645,0,1,0,0,0,0,0,0,0,2,0,33,0,0,12,0,102357,0,0,0,0,0,1,0,0,0,112577,0,1684,0,4093,0,0,0,0,2,12,12,0,0,0,0,1373,49,0,1,0,0,0,0,1,1,0,0,0,1,9105,6503,0,0,0,0,94,0,0,0,0,1406,0,0,0,33,0,0,0,0,966,0,0,0,0,36486,0,0,29758,63208,0,1,1364,1,0,0,1,0,0,0,1,0,264,0,0,0,8,5,237,0,0,0,186,2,0,0,3,442,0,2,1,0,0,0,19921,230,0,1,13725,1,0,0,1440,0,0,0,0,1,0,0,8430,2912,0,47,92,37311,0,0,5219,850,0,0,2680,0,1418,174,5,2,0,0,0,0,1,0,1034,0,0,0,0,2,2,0,0,51042,2,1,0,0,36,0,2,0,0,0,2,4707,0,0,0,2,78725,1,0,0,568,0,0,6,21,0,0,67462,0,0,145940,1856,0,0,0,0,0,0,16508,124703,72632,1,28,0,0,1624,0,1,7350,0,0,73,0,1178,0,54,4,469,0,0,0,1,0,0,0,4,0,558,0,0,52672,2,1610,0,0,0,0,0,420,0,0,0
DUP_16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482372,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0,3,381945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,376623,6,0,0,0
DUP_17,1,0,0,0,0,7,0,1,3,0,30,136169,66254,13,42,0,85590,209,12,0,17,53,0,0,52,0,0,0,0,0,0,129,0,0,0,1,0,0,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,0,0,1,4,0,0,0,0,0,0,64720,0,0,127,1,1401,64887,0,55850,0,75440,1,2,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,895,0,1,0,88,0,0,0,0,36349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86360,294,163,0,0,46961,180,0,51082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,143300,0,0,0,0,190,1,0,0,2,0,0,0,0,58,0,0,0,1,2,0,0,0,0,535,1,0,0,136,0,0,0,0,7,1,0,1,0,41303,118,0,7,2,1,0,0,0,2,0,0,78416,0,0,0,0,0,9,0,0,1105,0,64880,8,4,0,43,3,8,0,0,0,0,0,0,0,24,0,0,72,0,0,0,0,0,0,5,0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2119,0,0,0,1400,0,0,0,0,1,0,0,0,1,3,0,0,0,87226,1,0,7,0,0,0,1,0,1,0,67,215
DUP_18,0,0,381,18,0,467,0,62860,0,0,0,0,24,0,0,0,0,1,0,0,0,24,0,0,6,0,0,2,2621,79263,56886,0,0,0,0,452,0,0,160630,0,0,0,0,0,1770,0,0,0,0,182,0,0,7,0,1,0,0,0,0,0,0,0,0,169,80104,0,12,0,0,0,0,0,302,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,829,0,0,0,0,0,0,0,0,192,0,0,0,76,0,0,0,0,0,0,0,0,1,0,0,158,0,6,0,24,0,26915,208,188,0,0,1195,0,1135,0,0,0,0,0,211,0,0,0,0,0,1,0,0,44977,0,0,451,1,0,0,0,2887,0,0,0,0,1,1,0,0,323,0,0,0,0,0,0,0,134083,0,0,8,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,89,0,0,0,89,21,0,0,6,47065,442,147074,1,9,0,0,0,0,2,0,24,0,0,0,400,0,325,0,0,0,0,0,0,55,0,0,0,0,1,1,3646,0,1,0,0,0,0,0,407,162496,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1540,78742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
DUP_19,0,49,0,0,535,0,2,7,1,0,3,4,0,5,0,0,0,0,7223,0,0,0,1,0,0,0,0,0,0,0,0,0,10,21,0,1,11173,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1449,3,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66874,1,0,0,0,0,1,589,0,0,0,0,0,0,0,0,0,0,0,0,3452,518,0,78089,0,0,0,0,0,24,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,14,0,0,396,4,0,0,0,0,0,0,0,1046,0,0,0,142293,124055,0,0,5,120146,0,10497,0,0,0,362,0,0,836,0,0,0,0,1020,2,0,0,2,0,0,0,0,24,22,0,0,1,31,0,6250,298,0,0,0,1,3628,0,0,0,4,681,0,0,0,0,151111,24,0,0,0,17,12,2,1,0,7,0,0,1,0,0,0,1,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,141789,2,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,4,0,0,0,0,1,149017,0,0,9,0,0,13744,1,0,0,6526,0,1,1,0,0,0,0,0,0
DUP_20,0,0,0,0,0,0,0,105,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,257132,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,225449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,203788,0,0,0,3,0,0,0,0,1,0
DUP_21,4,15,6,4,0,2,1,2,40,42,3,27945,8113,4,2,3,23,15803,3,0,0,3552,38651,22244,13,0,39,18,1,1,0,3,79,2,16,0,14245,0,0,138,0,3,7,129,6,0,0,0,0,0,2,0,0,3,0,0,0,0,7,221,5,0,67,0,2,0,16,0,18029,55923,3,3816,0,4,11,0,1,12,4,0,0,93,1401,4,1,0,0,1,20,14722,1850,0,0,1,0,0,0,0,0,1,0,0,0,0,1692,0,0,1,21096,658,0,0,0,0,4,0,141,1,0,0,0,1,18701,66,68,1,31,5808,2,32,2,1,0,0,0,97,46,796,0,126,0,0,3033,1,0,36927,0,16,24758,0,12085,14,0,10298,1,54396,64527,0,0,0,17,0,0,0,1,3074,1,10786,20939,0,1,0,10,6,531,0,47872,40081,6,1,1,6177,0,1,0,13,0,0,0,0,0,2,8,2,0,23410,0,0,0,0,6,4,0,5,2,8,5417,6,0,1446,2546,0,10,9,0,3,8,4,0,4,3,11,0,3838,40201,0,40,0,31,0,1,8,20632,4,0,11,0,0,1,0,0,0,58965,0,3,0,8,0,0,36,33,26,0,185,3,176,0,2,0,0,101913,2,26,1,0,13759,0,0,1,0,50875,0,0,1,0,1,936,0,0
DUP_22,25,34,1,0,0,6,4,83,5,9,0,0,0,19,0,6,8,0,0,0,2753,2837,1,56397,0,0,0,1,29120,96,0,0,3,10,1,0,36616,2,0,8,2,1,0,1739,19768,0,0,1647,1,0,0,69267,0,2236,44560,2822,0,0,884,206,0,2,0,0,126,2,0,0,2,17810,0,0,0,0,0,0,0,0,0,0,0,80,1094,0,2,0,0,0,0,34711,1557,544,0,0,2163,0,0,0,0,0,0,0,2352,0,1371,0,39287,0,0,1,1,9034,7,7,29,2377,172,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,146,0,1,146,0,2,2576,0,0,0,67180,2,59805,34482,0,0,0,27729,58429,17590,0,0,0,0,1128,0,1,0,0,2561,0,27403,0,0,607,0,0,3952,14,4,13,14713,0,0,0,15919,0,0,3799,604,0,1,0,3,0,2,333,1,0,0,15473,70324,87287,0,0,0,2,9,7,4,0,0,1,0,2054,9,37,0,0,1,0,0,0,12,0,4,0,2965,0,0,1,2366,0,0,38780,0,0,1,0,0,2487,20181,0,0,0,0,19788,0,668,0,0,0,1,0,1,0,0,1,0,0,0,0,0,81914,0,20,0,113,0,36095,0,14609,0,0,0,0,0,47,0,0,0,0,7400
DUP_24,1,0,1497,0,2,7,0,1776,7834,2,3805,2025,565,0,22,0,1112,50,1,0,132,88369,0,1,6768,0,0,0,6,2156,0,71279,0,0,0,3508,1,0,5445,59,0,0,0,49,0,0,1,13838,0,0,0,6,1,0,0,115,0,0,4,114,3720,7100,0,0,1950,831,1,0,28,0,1,344,2135,952,110,1405,0,0,2258,3,0,52,35547,0,0,5,0,3089,2452,1,45784,7743,1,0,79,0,35026,0,0,0,20,0,1107,0,43656,2651,0,484,0,691,2930,0,1,0,4611,110,52,0,0,5,16,0,1368,3,3534,0,3498,446,31,0,629,4,4,1,0,0,25,2,38,80,6,2,84387,0,3455,2442,0,0,4,0,43,0,0,0,1,0,0,0,0,40382,0,0,0,0,0,78513,5240,1,1,0,5880,0,0,1900,4,0,0,0,1,0,0,0,2,516,1805,5856,53,0,8,4,0,1790,1,0,22,1472,0,15,1,2,1734,5803,1,1,16,190,453,0,0,11,71726,236,6469,0,2578,1,1189,36,2,3596,0,0,13,89805,0,0,0,0,0,59,4,237,59,0,0,0,0,0,1405,5252,485,0,0,0,0,0,0,0,0,0,1,0,0,37,3,81,0,0,0,0,1,6338,4249,1843,0,1,1533,0,1,0,0,0,5357,8298,0,0,3,55503,3753
DUP_25,0,1,25769,32131,15,7,29669,1104,0,2,702,18674,7907,5,16,0,34795,0,1,0,5261,589,0,0,9,0,0,0,0,1346,0,23035,5431,0,0,1,2,1,21015,0,4,0,0,0,0,0,0,4342,0,0,0,2,0,0,0,4994,2,0,0,0,0,1249,5750,0,1460,25017,1,0,0,0,0,5896,3,20343,0,36098,0,0,0,0,0,0,273,2871,0,0,0,0,16092,0,4245,2259,0,0,3708,0,11172,0,0,0,0,0,97,0,4108,490,1,12304,0,0,0,0,0,0,44,4244,3,1,73,7,0,0,11629,43,23196,1,22597,5348,82,0,15396,0,10,0,0,0,0,7783,0,0,2,0,8280,23627,0,20606,1,5193,0,0,0,5156,0,0,0,0,0,0,0,13254,0,0,0,0,0,8523,16949,0,0,0,1924,6,0,160,7503,0,0,0,0,2,3,1,2,14039,118,2033,2,0,6,0,2,0,1,0,2,11303,0,0,3,2,31437,20053,10,1,4,0,6259,2,2,14094,650,2,0,0,0,0,24977,3,0,0,3,0,0,673,1,32140,4234,0,0,0,0,1,0,0,0,6039,0,0,27029,20101,0,0,0,0,0,0,0,0,0,4730,0,0,0,1,0,1,0,1,0,1,0,1,26295,1355,0,1,36519,0,0,0,0,1,1212,0,0,0,9721,18017,234
DUP_26,0,0,0,0,0,30,8,0,0,26,0,11,0,0,0,0,0,0,21,0,0,10,80,0,1,0,0,55585,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,120426,7,0,0,49,0,0,0,42301,0,0,0,0,5,0,8,47316,1,0,46263,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,2,0,14,0,0,0,0,0,1,8,0,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82512,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,1,0,0,0,0,1,5,0,0,27791,0,0,19,0,0,74837,0,0,8,0,0,0,0,0,1,0,0,0,54830,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,25,0,0,4,0,79569,0,0,0,0,0,0,0,0,0,0,0,0,142834,0,0,2,0,40,0,47145,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1
DUP_27,37567,42373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,66,0,0,0,0,0,182935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,226300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,32530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42115,0,158524,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
DUP_29,0,0,0,0,1,6,28,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,25,0,1,0,0,72118,0,0,1,0,1846,0,0,0,0,0,1,2621,0,0,1,2323,0,0,0,0,0,1,7,0,0,0,0,0,0,2,23025,0,0,1,2208,0,0,0,63305,2167,0,0,0,2,0,0,13581,0,0,58125,0,1157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,720,0,0,5,0,6088,0,0,0,0,0,0,0,5410,39651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19374,0,0,0,0,0,0,0,0,0,0,0,0,0,33985,0,0,0,0,0,0,0,1,0,0,0,6952,0,0,5,0,0,10667,0,3,1,0,0,0,0,0,0,0,2390,0,16543,0,0,0,73876,0,0,0,0,0,0,0,0,1153,0,1,2,1969,1,0,0,1631,0,0,12606,0,22425,0,0,1578,0,0,0,0,0,0,0,0,0,20683,0,0,0,0,1704,0,72313,0,2131,0,2823,1,0,0,0,0,0,0,1,4,0,0,1,1884,0,0,0,0,0,0,0,50530,2,0
DUP_31,517,480,425,788,7,49,581,390,513,79743,0,23,6,18466,0,0,0,37,169,6,2625,210,1800,3189,416,14877,3168,0,5876,402,29,3979,0,1,2,57,864,0,5727,187,678,23891,14447,200,4368,0,0,1455,16006,424,0,28,636,67,35,2733,0,159,0,15,95,0,0,439,500,0,1,1,30,333,501,0,36,0,0,0,0,0,59,0,0,2,111,9,0,0,0,176,141,1594,107,822,0,0,1893,0,2014,20,307,1,0,0,0,87,83,0,708,0,755,1,219,1357,468,0,1,2217,6,4,4,18,0,170,6,2,184,1610,222,0,1,0,0,4,23,3,15863,4,19,0,49841,7,0,20,156,548,52,7,1145,17,3356,6847,41,23,69091,908,33,380,1045,2,35,2280,0,0,0,0,135,162,4839,1638,880,311,773,0,1826,1,0,99,786,329,0,0,17,509,2,0,0,675,0,79,0,0,274,53,0,0,284,7,2268,1221,55,24,552,5258,0,1,787,6,0,16056,199,0,226,0,0,694,46,12346,354,0,0,114,1,63038,0,224,1603,667,0,62,3854,1,8493,0,50,17975,1,18,50,2628,463,5674,1557,0,425,0,0,0,12168,0,899,0,2860,1,535,112,2997,199,24814,0,0,1036,1722,0,239,493,3564,1232,0,1978,0,166,831,0,0,0,1,2624,2,2926,4
